11.787, 506.000, 511.000, 509.00, 511.00, 0581, 0580
11.847, 511.000, 511.000, 522.00, 511.00, 0570, 0569
11.927, 507.000, 510.000, 518.00, 511.00, 0570, 0567
11.997, 520.000, 510.000, 519.00, 511.00, 0562, 0562
12.087, 520.000, 509.000, 524.00, 511.00, 0562, 0560
12.137, 490.000, 509.000, 514.00, 511.00, 0559, 0558
12.198, 482.000, 510.000, 488.00, 511.00, 0559, 0554
12.308, 518.000, 510.000, 497.00, 510.00, 0554, 0554
12.408, 473.000, 510.000, 500.00, 509.00, 0467, 0464
12.478, 473.000, 510.000, 511.00, 508.00, 0447, 0464
12.618, 486.000, 510.000, 511.00, 508.00, 0420, 0419
12.688, 494.000, 510.000, 508.00, 508.00, 0408, 0406
12.748, 512.000, 509.000, 516.00, 506.00, 0390, 0388
12.838, 426.000, 508.000, 520.00, 507.00, 0383, 0382
12.889, 459.000, 508.000, 526.00, 507.00, 0383, 0382
12.949, 520.000, 507.000, 564.00, 507.00, 0380, 0383
13.099, 507.000, 506.000, 539.00, 509.00, 0444, 0418
13.169, 502.000, 509.000, 530.00, 509.00, 0460, 0460
13.219, 502.000, 510.000, 534.00, 509.00, 0463, 0463
13.289, 520.000, 510.000, 546.00, 509.00, 0468, 0470
13.349, 502.000, 508.000, 563.00, 510.00, 0470, 0470
13.499, 481.000, 509.000, 526.00, 511.00, 0554, 0554
13.559, 485.000, 511.000, 520.00, 511.00, 0558, 0558
13.64, 522.000, 512.000, 517.00, 511.00, 0564, 0554
13.7, 515.000, 512.000, 520.00, 511.00, 0554, 0554
13.8, 512.000, 510.000, 525.00, 511.00, 0554, 0554
13.85, 510.000, 510.000, 528.00, 511.00, 0554, 0554
13.91, 510.000, 510.000, 530.00, 511.00, 0554, 0554
14, 474.000, 510.000, 522.00, 511.00, 0558, 0559
14.05, 512.000, 511.000, 522.00, 511.00, 0560, 0561
14.14, 504.000, 511.000, 524.00, 511.00, 0561, 0561
14.301, 503.000, 511.000, 522.00, 511.00, 0560, 0560
14.361, 514.000, 510.000, 520.00, 511.00, 0560, 0560
14.451, 525.000, 510.000, 522.00, 511.00, 0559, 0559
14.521, 502.000, 512.000, 524.00, 512.00, 0559, 0554
14.601, 510.000, 511.000, 527.00, 512.00, 0566, 0554
14.771, 495.000, 511.000, 523.00, 512.00, 0561, 0561
14.801, 505.000, 511.000, 526.00, 512.00, 0561, 0561
14.891, 509.000, 512.000, 524.00, 512.00, 0562, 0556
14.962, 513.000, 512.000, 523.00, 512.00, 0569, 0555
15.042, 506.000, 512.000, 526.00, 512.00, 0569, 0555
15.112, 498.000, 512.000, 526.00, 512.00, 0571, 0558
15.192, 506.000, 512.000, 526.00, 512.00, 0575, 0561
15.252, 507.000, 512.000, 526.00, 512.00, 0577, 0563
15.372, 502.000, 511.000, 526.00, 512.00, 0578, 0571
15.492, 506.000, 512.000, 526.00, 512.00, 0585, 0571
15.562, 489.000, 512.000, 530.00, 512.00, 0590, 0577
15.703, 524.000, 510.000, 526.00, 512.00, 0592, 0593
15.813, 510.000, 510.000, 528.00, 511.00, 0596, 0599
15.893, 510.000, 510.000, 520.00, 511.00, 0596, 0599
15.953, 508.000, 511.000, 515.00, 511.00, 0602, 0601
16.023, 498.000, 511.000, 504.00, 510.00, 0591, 0589
16.103, 521.000, 515.000, 528.00, 510.00, 0581, 0565
16.313, 514.000, 506.000, 526.00, 510.00, 0578, 0578
16.424, 550.000, 503.000, 519.00, 510.00, 0576, 0576
16.454, 522.000, 504.000, 516.00, 510.00, 0576, 0576
16.594, 511.000, 506.000, 516.00, 510.00, 0576, 0564
16.664, 505.000, 506.000, 518.00, 510.00, 0554, 0554
16.724, 513.000, 506.000, 519.00, 510.00, 0554, 0554
16.864, 520.000, 505.000, 526.00, 510.00, 0554, 0554
16.934, 522.000, 502.000, 534.00, 510.00, 0554, 0554
17.014, 534.000, 500.000, 518.00, 511.00, 0554, 0554
17.075, 525.000, 496.000, 514.00, 511.00, 0554, 0554
17.165, 525.000, 498.000, 523.00, 512.00, 0470, 0554
17.245, 525.000, 500.000, 526.00, 512.00, 0470, 0554
17.365, 461.000, 502.000, 516.00, 512.00, 0554, 0554
17.465, 515.000, 498.000, 518.00, 512.00, 0470, 0554
17.505, 510.000, 502.000, 532.00, 512.00, 0470, 0554
17.615, 526.000, 498.000, 537.00, 512.00, 0554, 0554
17.655, 484.000, 498.000, 518.00, 512.00, 0554, 0554
17.756, 502.000, 500.000, 515.00, 511.00, 0554, 0554
17.816, 482.000, 500.000, 537.00, 511.00, 0554, 0554
17.876, 523.000, 496.000, 524.00, 511.00, 0554, 0554
17.936, 523.000, 500.000, 518.00, 511.00, 0554, 0554
18.016, 523.000, 500.000, 516.00, 511.00, 0554, 0554
18.096, 514.000, 498.000, 520.00, 510.00, 0470, 0554
18.156, 502.000, 498.000, 510.00, 510.00, 0470, 0554
18.226, 498.000, 500.000, 503.00, 510.00, 0470, 0470
18.306, 512.000, 500.000, 492.00, 509.00, 0467, 0470
18.366, 517.000, 500.000, 502.00, 509.00, 0429, 0446
18.457, 517.000, 500.000, 511.00, 508.00, 0404, 0424
18.517, 517.000, 500.000, 512.00, 508.00, 0387, 0406
18.627, 450.000, 500.000, 532.00, 508.00, 0368, 0393
18.657, 528.000, 500.000, 562.00, 508.00, 0377, 0393
18.767, 498.000, 500.000, 516.00, 509.00, 0405, 0440
18.827, 451.000, 500.000, 494.00, 508.00, 0411, 0430
18.947, 514.000, 500.000, 522.00, 506.00, 0411, 0401
19.027, 536.000, 498.000, 549.00, 507.00, 0346, 0382
19.097, 536.000, 498.000, 585.00, 508.00, 0367, 0382
19.268, 483.000, 498.000, 542.00, 508.00, 0464, 0470
19.318, 508.000, 498.000, 532.00, 508.00, 0464, 0470
19.378, 508.000, 498.000, 524.00, 508.00, 0470, 0554
19.458, 490.000, 498.000, 518.00, 508.00, 0470, 0554
19.618, 499.000, 486.000, 498.00, 507.00, 0462, 0554
19.748, 504.000, 483.000, 518.00, 507.00, 0396, 0467
19.818, 516.000, 482.000, 524.00, 506.00, 0380, 0462
19.899, 558.000, 482.000, 522.00, 506.00, 0374, 0458
19.979, 558.000, 482.000, 530.00, 506.00, 0371, 0455
20.049, 476.000, 482.000, 546.00, 507.00, 0374, 0459
20.129, 529.000, 483.000, 569.00, 508.00, 0391, 0470
20.229, 504.000, 486.000, 570.00, 508.00, 0433, 0470
20.279, 508.000, 484.000, 548.00, 509.00, 0470, 0554
20.409, 500.000, 484.000, 564.00, 510.00, 0470, 0560
20.479, 433.000, 486.000, 579.00, 511.00, 0554, 0592
20.56, 480.000, 487.000, 552.00, 511.00, 0600, 0642
20.62, 514.000, 482.000, 530.00, 511.00, 0638, 0642
20.7, 478.000, 483.000, 509.00, 511.00, 0648, 0642
20.76, 520.000, 483.000, 490.00, 510.00, 0636, 0666
20.87, 446.000, 486.000, 499.00, 509.00, 0604, 0631
21.02, 476.000, 487.000, 479.00, 508.00, 0554, 0586
21.06, 486.000, 486.000, 455.00, 507.00, 0470, 0586
21.2, 528.000, 490.000, 484.00, 506.00, 0363, 0416
21.261, 550.000, 489.000, 498.00, 506.00, 0323, 0380
21.351, 516.000, 485.000, 506.00, 505.00, 0285, 0355
21.401, 504.000, 484.000, 520.00, 505.00, 0250, 0347
21.481, 564.000, 486.000, 540.00, 506.00, 0244, 0337
21.551, 521.000, 488.000, 552.00, 506.00, 0262, 0345
21.631, 521.000, 489.000, 576.00, 509.00, 0295, 0368
21.731, 554.000, 489.000, 609.00, 510.00, 0343, 0418
21.781, 456.000, 488.000, 620.00, 512.00, 0424, 0418
21.831, 533.000, 490.000, 612.00, 513.00, 0554, 0576
21.901, 394.000, 490.000, 568.00, 513.00, 0606, 0640
21.982, 438.000, 488.000, 537.00, 514.00, 0653, 0680
22.052, 504.000, 486.000, 530.00, 512.00, 0671, 0695
22.112, 502.000, 482.000, 530.00, 512.00, 0677, 0704
22.202, 506.000, 482.000, 520.00, 511.00, 0680, 0708
22.272, 470.000, 486.000, 518.00, 511.00, 0679, 0708
22.412, 524.000, 499.000, 483.00, 509.00, 0672, 0691
22.562, 508.000, 504.000, 446.00, 506.00, 0568, 0618
22.683, 650.000, 504.000, 470.00, 503.00, 0401, 0389
22.773, 558.000, 506.000, 515.00, 503.00, 0341, 0334
22.823, 594.000, 507.000, 532.00, 505.00, 0341, 0316
23.023, 534.000, 506.000, 530.00, 508.00, 0318, 0323
23.083, 472.000, 506.000, 548.00, 508.00, 0329, 0323
23.153, 555.000, 506.000, 574.00, 508.00, 0349, 0353
23.213, 507.000, 506.000, 590.00, 510.00, 0391, 0398
23.273, 496.000, 509.000, 574.00, 511.00, 0450, 0459
23.334, 520.000, 506.000, 584.00, 512.00, 0470, 0459
23.484, 454.000, 508.000, 562.00, 512.00, 0599, 0606
23.574, 436.000, 508.000, 560.00, 512.00, 0641, 0647
23.674, 534.000, 508.000, 545.00, 512.00, 0702, 0705
23.734, 534.000, 509.000, 516.00, 512.00, 0719, 0705
23.804, 451.000, 508.000, 492.00, 511.00, 0715, 0713
23.884, 486.000, 508.000, 486.00, 510.00, 0691, 0687
23.954, 486.000, 508.000, 462.00, 508.00, 0653, 0647
24.005, 483.000, 508.000, 454.00, 507.00, 0596, 0647
24.075, 487.000, 510.000, 442.00, 506.00, 0554, 0554
24.135, 555.000, 508.000, 462.00, 504.00, 0444, 0432
24.205, 556.000, 508.000, 490.00, 504.00, 0386, 0381
24.285, 584.000, 508.000, 508.00, 504.00, 0353, 0349
24.365, 550.000, 508.000, 516.00, 505.00, 0331, 0329
24.405, 486.000, 508.000, 516.00, 505.00, 0331, 0320
24.475, 486.000, 508.000, 510.00, 506.00, 0309, 0308
24.575, 530.000, 508.000, 519.00, 506.00, 0297, 0295
24.625, 594.000, 508.000, 528.00, 507.00, 0288, 0288
24.685, 545.000, 508.000, 552.00, 507.00, 0290, 0292
24.776, 522.000, 508.000, 564.00, 508.00, 0310, 0314
24.826, 526.000, 508.000, 575.00, 508.00, 0310, 0314
24.886, 526.000, 508.000, 575.00, 511.00, 0394, 0402
24.966, 476.000, 508.000, 575.00, 512.00, 0445, 0402
25.176, 446.000, 509.000, 562.00, 513.00, 0588, 0595
25.206, 440.000, 509.000, 554.00, 513.00, 0588, 0595
25.356, 477.000, 509.000, 530.00, 512.00, 0671, 0672
25.417, 486.000, 509.000, 522.00, 512.00, 0679, 0680
25.477, 574.000, 510.000, 512.00, 512.00, 0680, 0680
25.627, 472.000, 510.000, 493.00, 510.00, 0653, 0650
25.687, 502.000, 510.000, 491.00, 509.00, 0625, 0620
25.757, 522.000, 510.000, 486.00, 508.00, 0590, 0584
25.827, 506.000, 510.000, 485.00, 508.00, 0554, 0554
25.877, 506.000, 510.000, 486.00, 507.00, 0470, 0470
26.088, 480.000, 510.000, 510.00, 506.00, 0416, 0413
26.158, 480.000, 509.000, 533.00, 507.00, 0398, 0413
26.228, 455.000, 509.000, 524.00, 508.00, 0398, 0400
26.328, 522.000, 507.000, 520.00, 509.00, 0402, 0401
26.378, 495.000, 508.000, 534.00, 509.00, 0402, 0401
26.438, 495.000, 508.000, 536.00, 509.00, 0402, 0401
26.538, 466.000, 508.000, 529.00, 509.00, 0411, 0412
26.568, 527.000, 508.000, 535.00, 509.00, 0411, 0412
26.779, 499.000, 508.000, 544.00, 510.00, 0442, 0445
26.839, 502.000, 508.000, 550.00, 510.00, 0470, 0445
26.929, 510.000, 508.000, 548.00, 511.00, 0470, 0470
26.969, 511.000, 506.000, 554.00, 511.00, 0470, 0470
27.089, 489.000, 506.000, 552.00, 511.00, 0554, 0554
27.139, 489.000, 506.000, 544.00, 511.00, 0567, 0570
27.239, 557.000, 508.000, 527.00, 512.00, 0598, 0599
27.379, 498.000, 508.000, 520.00, 512.00, 0602, 0603
27.59, 503.000, 511.000, 511.00, 510.00, 0583, 0580
27.67, 498.000, 511.000, 508.00, 511.00, 0568, 0580
27.81, 499.000, 509.000, 507.00, 510.00, 0554, 0554
28.03, 512.000, 510.000, 507.00, 509.00, 0470, 0470
28.07, 514.000, 511.000, 490.00, 509.00, 0470, 0470
28.13, 526.000, 510.000, 498.00, 508.00, 0470, 0444
28.281, 574.000, 510.000, 522.00, 508.00, 0420, 0417
28.421, 546.000, 508.000, 515.00, 509.00, 0379, 0377
28.481, 561.000, 507.000, 518.00, 509.00, 0368, 0367
28.561, 559.000, 507.000, 522.00, 509.00, 0359, 0358
28.631, 522.000, 508.000, 534.00, 509.00, 0356, 0356
28.691, 522.000, 508.000, 542.00, 509.00, 0362, 0364
28.761, 534.000, 508.000, 548.00, 510.00, 0377, 0380
28.821, 545.000, 508.000, 556.00, 510.00, 0399, 0403
28.972, 480.000, 509.000, 559.00, 512.00, 0458, 0463
29.092, 524.000, 509.000, 548.00, 512.00, 0554, 0554
29.152, 470.000, 509.000, 554.00, 512.00, 0554, 0554
29.222, 492.000, 510.000, 547.00, 512.00, 0576, 0580
29.282, 495.000, 510.000, 534.00, 512.00, 0600, 0603
29.342, 522.000, 510.000, 546.00, 512.00, 0614, 0616
29.482, 504.000, 510.000, 527.00, 512.00, 0644, 0646
29.583, 518.000, 510.000, 527.00, 512.00, 0650, 0651
29.613, 560.000, 510.000, 529.00, 512.00, 0650, 0651
29.683, 560.000, 510.000, 528.00, 512.00, 0659, 0660
29.743, 482.000, 510.000, 516.00, 512.00, 0663, 0660
29.883, 482.000, 510.000, 494.00, 510.00, 0639, 0635
29.963, 486.000, 510.000, 484.00, 509.00, 0609, 0635
30.013, 511.000, 510.000, 487.00, 508.00, 0571, 0565
30.083, 508.000, 508.000, 479.00, 508.00, 0554, 0554
30.163, 586.000, 508.000, 486.00, 507.00, 0470, 0470
30.223, 537.000, 508.000, 501.00, 507.00, 0446, 0442
30.284, 462.000, 510.000, 520.00, 507.00, 0419, 0417
30.434, 563.000, 506.000, 530.00, 508.00, 0412, 0411
30.574, 516.000, 502.000, 534.00, 509.00, 0425, 0427
30.634, 528.000, 504.000, 532.00, 510.00, 0435, 0427
30.724, 542.000, 505.000, 522.00, 510.00, 0441, 0442
30.784, 511.000, 508.000, 511.00, 510.00, 0441, 0440
30.844, 504.000, 512.000, 507.00, 510.00, 0429, 0427
30.934, 492.000, 518.000, 504.00, 510.00, 0427, 0394
31.085, 498.000, 526.000, 516.00, 509.00, 0409, 0331
31.135, 498.000, 526.000, 528.00, 508.00, 0409, 0331
31.275, 503.000, 526.000, 547.00, 509.00, 0398, 0331
31.345, 532.000, 529.000, 552.00, 509.00, 0427, 0358
31.415, 532.000, 529.000, 558.00, 510.00, 0454, 0378
31.485, 500.000, 534.000, 560.00, 510.00, 0470, 0412
31.565, 500.000, 531.000, 545.00, 511.00, 0554, 0452
31.625, 503.000, 524.000, 536.00, 512.00, 0554, 0470
31.716, 520.000, 518.000, 541.00, 512.00, 0554, 0470
31.776, 510.000, 512.000, 532.00, 512.00, 0554, 0554
31.836, 508.000, 510.000, 536.00, 512.00, 0554, 0554
31.896, 494.000, 507.000, 536.00, 512.00, 0554, 0555
32.046, 490.000, 498.000, 527.00, 512.00, 0565, 0567
32.126, 490.000, 494.000, 522.00, 512.00, 0568, 0589
32.216, 514.000, 491.000, 526.00, 512.00, 0568, 0594
32.347, 512.000, 486.000, 542.00, 512.00, 0570, 0607
32.487, 478.000, 474.000, 530.00, 512.00, 0589, 0640
32.577, 508.000, 472.000, 508.00, 512.00, 0590, 0640
32.637, 508.000, 472.000, 493.00, 512.00, 0578, 0638
32.747, 514.000, 468.000, 488.00, 511.00, 0554, 0638
32.777, 518.000, 468.000, 482.00, 511.00, 0470, 0638
32.887, 562.000, 464.000, 494.00, 510.00, 0470, 0560
32.937, 512.000, 467.000, 486.00, 510.00, 0470, 0554
33.038, 508.000, 467.000, 502.00, 510.00, 0470, 0470
33.078, 474.000, 478.000, 520.00, 509.00, 0470, 0470
33.148, 526.000, 482.000, 512.00, 509.00, 0470, 0444
33.238, 526.000, 482.000, 512.00, 508.00, 0348, 0427
33.288, 525.000, 494.000, 524.00, 508.00, 0348, 0402
33.428, 534.000, 500.000, 550.00, 509.00, 0371, 0398
33.498, 421.000, 502.000, 549.00, 509.00, 0395, 0421
33.568, 474.000, 506.000, 533.00, 510.00, 0432, 0435
33.638, 511.000, 512.000, 511.00, 510.00, 0432, 0444
33.708, 506.000, 512.000, 521.00, 509.00, 0448, 0444
33.849, 504.000, 548.000, 548.00, 508.00, 0470, 0373
33.939, 524.000, 548.000, 558.00, 509.00, 0554, 0395
33.999, 524.000, 548.000, 547.00, 509.00, 0554, 0437
34.089, 486.000, 546.000, 558.00, 511.00, 0562, 0465
34.259, 504.000, 550.000, 524.00, 511.00, 0611, 0554
34.279, 524.000, 554.000, 524.00, 511.00, 0611, 0554
34.369, 498.000, 559.000, 522.00, 511.00, 0618, 0470
34.44, 498.000, 564.000, 501.00, 510.00, 0618, 0470
34.52, 495.000, 563.000, 491.00, 510.00, 0609, 0465
34.59, 490.000, 556.000, 496.00, 510.00, 0609, 0431
34.65, 498.000, 547.000, 500.00, 509.00, 0554, 0431
34.8, 528.000, 531.000, 518.00, 508.00, 0457, 0397
34.9, 496.000, 507.000, 530.00, 509.00, 0426, 0404
35, 490.000, 491.000, 556.00, 511.00, 0425, 0456
35.07, 500.000, 482.000, 550.00, 511.00, 0441, 0470
35.141, 490.000, 474.000, 525.00, 511.00, 0457, 0554
35.211, 519.000, 468.000, 519.00, 511.00, 0450, 0554
35.291, 530.000, 468.000, 530.00, 511.00, 0438, 0554
35.371, 464.000, 465.000, 536.00, 511.00, 0440, 0554
35.551, 520.000, 462.000, 536.00, 511.00, 0465, 0577
35.641, 494.000, 461.000, 529.00, 512.00, 0470, 0595
35.791, 510.000, 460.000, 531.00, 512.00, 0470, 0604
35.872, 510.000, 460.000, 532.00, 512.00, 0470, 0610
35.952, 499.000, 460.000, 533.00, 512.00, 0554, 0610
35.992, 515.000, 460.000, 534.00, 512.00, 0554, 0625
36.082, 515.000, 457.000, 526.00, 512.00, 0554, 0634
36.222, 518.000, 456.000, 500.00, 512.00, 0554, 0639
36.412, 539.000, 451.000, 478.00, 511.00, 0460, 0591
36.422, 539.000, 454.000, 517.00, 511.00, 0408, 0591
36.502, 528.000, 463.000, 511.00, 510.00, 0395, 0554
36.573, 496.000, 476.000, 484.00, 511.00, 0400, 0470
36.643, 496.000, 494.000, 472.00, 509.00, 0383, 0447
36.723, 443.000, 514.000, 520.00, 508.00, 0375, 0372
36.793, 547.000, 514.000, 540.00, 508.00, 0391, 0337
36.853, 514.000, 530.000, 569.00, 508.00, 0419, 0341
36.953, 478.000, 533.000, 566.00, 509.00, 0458, 0381
36.993, 514.000, 536.000, 544.00, 509.00, 0458, 0381
37.073, 502.000, 540.000, 514.00, 510.00, 0554, 0433
